run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR12183238	SAMN15485696	SRX8697704	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183238/SRR12183238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183238/SRR12183238_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/038/SRR12183238	
SRR12183186	SAMN15485906	SRX8697756	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183186/SRR12183186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183186/SRR12183186_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/086/SRR12183186	
SRR12183239	SAMN15485651	SRX8697703	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183239/SRR12183239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183239/SRR12183239_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/039/SRR12183239	
SRR12183188	SAMN15485905	SRX8697754	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183188/SRR12183188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183188/SRR12183188_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/088/SRR12183188	
SRR12183242	SAMN15485693	SRX8697700	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/042/SRR12183242/SRR12183242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/042/SRR12183242/SRR12183242_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/042/SRR12183242	
SRR12183189	SAMN15485904	SRX8697753	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183189/SRR12183189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183189/SRR12183189_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/089/SRR12183189	
SRR12183245	SAMN15485690	SRX8697697	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183245/SRR12183245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183245/SRR12183245_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/045/SRR12183245	
SRR12183191	SAMN15485902	SRX8697751	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183191/SRR12183191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183191/SRR12183191_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/091/SRR12183191	
SRR12183247	SAMN15486078	SRX8697695	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183247/SRR12183247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183247/SRR12183247_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/047/SRR12183247	
SRR12183252	SAMN15485822	SRX8697690	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183252/SRR12183252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183252/SRR12183252_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/052/SRR12183252	
SRR12183198	SAMN15485971	SRX8697744	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183198/SRR12183198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183198/SRR12183198_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/098/SRR12183198	
SRR12183254	SAMN15485820	SRX8697688	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183254/SRR12183254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183254/SRR12183254_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/054/SRR12183254	
SRR12183203	SAMN15485966	SRX8697739	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/003/SRR12183203/SRR12183203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/003/SRR12183203/SRR12183203_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/003/SRR12183203	
SRR12183257	SAMN15485817	SRX8697685	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/057/SRR12183257/SRR12183257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/057/SRR12183257/SRR12183257_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/057/SRR12183257	
SRR12183211	SAMN15485959	SRX8697731	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/011/SRR12183211/SRR12183211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/011/SRR12183211/SRR12183211_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/011/SRR12183211	
SRR12183262	SAMN15485813	SRX8697680	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/062/SRR12183262/SRR12183262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/062/SRR12183262/SRR12183262_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/062/SRR12183262	
SRR12183214	SAMN15485956	SRX8697728	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/014/SRR12183214/SRR12183214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/014/SRR12183214/SRR12183214_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/014/SRR12183214	
SRR12183263	SAMN15485812	SRX8697679	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/063/SRR12183263/SRR12183263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/063/SRR12183263/SRR12183263_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/063/SRR12183263	
SRR12183215	SAMN15485677	SRX8697727	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/015/SRR12183215/SRR12183215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/015/SRR12183215/SRR12183215_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/015/SRR12183215	
SRR12183265	SAMN15485809	SRX8698110	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/065/SRR12183265/SRR12183265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/065/SRR12183265/SRR12183265_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/065/SRR12183265	
SRR12183221	SAMN15485950	SRX8697721	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183221/SRR12183221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183221/SRR12183221_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/021/SRR12183221	
SRR12183268	SAMN15485806	SRX8698107	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/068/SRR12183268/SRR12183268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/068/SRR12183268/SRR12183268_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/068/SRR12183268	
SRR12183222	SAMN15485949	SRX8697720	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/022/SRR12183222/SRR12183222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/022/SRR12183222/SRR12183222_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/022/SRR12183222	
SRR12183269	SAMN15485662	SRX8698106	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/069/SRR12183269/SRR12183269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/069/SRR12183269/SRR12183269_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/069/SRR12183269	
SRR12183223	SAMN15485948	SRX8698069	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/023/SRR12183223/SRR12183223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/023/SRR12183223/SRR12183223_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/023/SRR12183223	
SRR12183274	SAMN15485801	SRX8698101	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/074/SRR12183274/SRR12183274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/074/SRR12183274/SRR12183274_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/074/SRR12183274	
SRR12183226	SAMN15485707	SRX8697716	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/026/SRR12183226/SRR12183226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/026/SRR12183226/SRR12183226_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/026/SRR12183226	
SRR12183275	SAMN15485800	SRX8698100	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/075/SRR12183275/SRR12183275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/075/SRR12183275/SRR12183275_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/075/SRR12183275	
SRR12183229	SAMN15485705	SRX8697713	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/029/SRR12183229/SRR12183229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/029/SRR12183229/SRR12183229_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/029/SRR12183229	
SRR12183276	SAMN15485799	SRX8698099	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/076/SRR12183276/SRR12183276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/076/SRR12183276/SRR12183276_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/076/SRR12183276	
SRR12183230	SAMN15485704	SRX8697712	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183230/SRR12183230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183230/SRR12183230_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/030/SRR12183230	
SRR12183277	SAMN15485798	SRX8698098	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/077/SRR12183277/SRR12183277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/077/SRR12183277/SRR12183277_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/077/SRR12183277	
SRR12183233	SAMN15485701	SRX8697709	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/033/SRR12183233/SRR12183233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/033/SRR12183233/SRR12183233_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/033/SRR12183233	
SRR12183281	SAMN15485769	SRX8698094	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/081/SRR12183281/SRR12183281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/081/SRR12183281/SRR12183281_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/081/SRR12183281	
SRR12183235	SAMN15485699	SRX8697707	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183235/SRR12183235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183235/SRR12183235_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/035/SRR12183235	
SRR12183283	SAMN15485767	SRX8698092	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183283/SRR12183283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183283/SRR12183283_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/083/SRR12183283	
SRR12183240	SAMN15485695	SRX8697702	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183240/SRR12183240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183240/SRR12183240_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/040/SRR12183240	
SRR12183284	SAMN15485766	SRX8698091	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/084/SRR12183284/SRR12183284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/084/SRR12183284/SRR12183284_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/084/SRR12183284	
SRR12183241	SAMN15485694	SRX8697701	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/041/SRR12183241/SRR12183241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/041/SRR12183241/SRR12183241_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/041/SRR12183241	
SRR12183285	SAMN15485658	SRX8698090	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183285/SRR12183285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183285/SRR12183285_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/085/SRR12183285	
SRR12183243	SAMN15485692	SRX8697699	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/043/SRR12183243/SRR12183243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/043/SRR12183243/SRR12183243_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/043/SRR12183243	
SRR12183288	SAMN15485763	SRX8698087	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183288/SRR12183288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183288/SRR12183288_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/088/SRR12183288	
SRR12183248	SAMN15486077	SRX8697694	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/048/SRR12183248/SRR12183248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/048/SRR12183248/SRR12183248_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/048/SRR12183248	
SRR12183292	SAMN15485759	SRX8698083	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183292/SRR12183292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183292/SRR12183292_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/092/SRR12183292	
SRR12183251	SAMN15486075	SRX8697985	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/051/SRR12183251/SRR12183251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/051/SRR12183251/SRR12183251_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/051/SRR12183251	
SRR12183293	SAMN15485758	SRX8698082	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/093/SRR12183293/SRR12183293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/093/SRR12183293/SRR12183293_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/093/SRR12183293	
SRR12183255	SAMN15485819	SRX8697687	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183255/SRR12183255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183255/SRR12183255_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/055/SRR12183255	
SRR12183294	SAMN15485757	SRX8698081	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/094/SRR12183294/SRR12183294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/094/SRR12183294/SRR12183294_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/094/SRR12183294	
